user,item,rating
1750064,CNSC02EN,2.0
1194104,DV0101EN,3.0
1691612,ML0101ENv3,3.0
544664,CB0103EN,2.0
1995070,RP0101EN,3.0
510547,DS0101EN,2.0
775311,BD0111EN,3.0
1764415,BD0101EN,3.0
1261792,DS0105EN,3.0
302794,ST0101EN,2.0
1218742,DAI101EN,2.0
1098437,BC0201EN,3.0
1216515,CB0103EN,3.0
991226,ML0122ENv1,2.0
329820,CB0103EN,2.0
55958,PY0101EN,3.0
758491,CNSC02EN,2.0
435476,BD0101EN,2.0
1566745,DAI101EN,2.0
1846752,TA0105EN,3.0
1591471,DB0101EN,3.0
655799,CB0103EN,2.0
412534,ST0101EN,2.0
431262,DP0101EN,2.0
375665,RP0101EN,3.0
238395,BD0101EN,2.0
555909,ML0122ENv1,2.0
948692,BD0211EN,3.0
434784,BD0101EN,2.0
461969,DS0103EN,2.0
1076806,PY0101EN,3.0
1245080,BD0111EN,3.0
1281883,RP0103EN,3.0
501844,TMP0105EN,2.0
1461811,CO0401EN,3.0
1899887,CNSC02EN,2.0
410220,BC0101EN,3.0
445319,ST0101EN,2.0
993711,BC0101EN,3.0
691882,CB0103EN,2.0
1392381,BD0212EN,3.0
435027,RP0151EN,2.0
1066391,BD0143EN,3.0
434874,BD0151EN,2.0
547317,BD0143EN,3.0
552288,CC0101EN,3.0
714359,CB0105ENv1,3.0
1656310,PY0101EN,3.0
910864,ML0122ENv1,2.0
434218,BD0115EN,2.0
1583287,LB0103ENv1,3.0
717728,CB0103EN,2.0
1022021,BD0223EN,3.0
1971263,SECM03EN,3.0
1252293,BD0101EN,3.0
714806,DS0101EN,3.0
1782790,DV0101EN,3.0
695630,CB0103EN,2.0
540339,ML0101EN,3.0
1559789,BC0202EN,3.0
510012,DS0103EN,2.0
959402,BD0101EN,3.0
680255,BC0101EN,3.0
726620,CB0103EN,2.0
728555,BC0201EN,2.0
1972759,PY0101EN,3.0
920916,ML0122ENv1,2.0
1632085,BD0111EN,3.0
753226,DE0205EN,3.0
738953,ML0115EN,3.0
220851,CB0103EN,2.0
1916985,DS0132EN,2.0
1106469,ML0120ENv2,3.0
314044,ML0103EN,3.0
1361813,CO0201EN,3.0
512577,DS0101EN,2.0
1651489,PY0101EN,3.0
665943,RP0101EN,3.0
1308392,DB0151EN,3.0
911611,ML0122ENv1,2.0
1208420,DA0101EN,3.0
1432543,ML0101ENv3,3.0
900085,PA0101EN,3.0
1513170,CO0101EN,3.0
510012,DS0101EN,2.0
723800,CB0103EN,2.0
710245,CB0103EN,2.0
1527530,DV0101EN,3.0
1259242,BD0141EN,3.0
1153015,CC0103EN,3.0
1299701,DS0105EN,3.0
1650708,ML0120ENv2,3.0
1024944,BD0141EN,3.0
1749549,BD0115EN,3.0
1623628,DS0101EN,3.0
520090,RP0151EN,3.0
434790,BD0111EN,2.0
389042,ML0115EN,2.0
676227,SC0103EN,3.0
382165,CB0103EN,2.0
747497,DA0101EN,3.0
511759,DS0101EN,2.0
712528,CB0103EN,2.0
465230,TMP0105EN,2.0
508567,DS0101EN,2.0
1017163,BC0201EN,2.0
510000,DS0101EN,2.0
1204248,CO0101EN,3.0
1373721,CC0103EN,3.0
1053961,BC0201EN,2.0
1049767,BC0201EN,2.0
1358062,DS0103EN,3.0
1627281,PY0101EN,3.0
458645,DV0101EN,2.0
1030551,ML0122ENv1,2.0
1299741,PY0101EN,3.0
1508698,CNSC02EN,2.0
519795,ST0101EN,3.0
1182047,CNSC02EN,2.0
435061,DJ0101EN,2.0
1010892,CC0103EN,3.0
793331,SC0105EN,2.0
1528113,BD0211EN,3.0
1418639,ML0101ENv3,3.0
435142,BD0101EN,2.0
1493579,DS0105EN,3.0
365677,BC0202EN,3.0
1884765,CC0201EN,3.0
970895,BD0115EN,3.0
166699,BD0101EN,2.0
448287,TMP0106,2.0
1087548,CL0101EN,2.0
990803,BC0101EN,3.0
907603,ML0122ENv1,2.0
727432,DS0105EN,2.0
1862732,BC0101EN,3.0
1779206,PA0101EN,3.0
1821228,CNSC02EN,2.0
1310112,BD0141EN,3.0
680213,DAI101EN,2.0
877164,CO0201EN,3.0
1289649,BD0131EN,3.0
116,DX0108EN,2.0
985144,BC0101EN,3.0
1418783,RP0105EN,3.0
725146,ML0115EN,2.0
1027481,CNSC02EN,2.0
1264887,PA0101EN,3.0
781768,BD0143EN,3.0
1623396,DS0101EN,3.0
994544,ML0122ENv1,2.0
509519,DS0101EN,2.0
1018652,SW0201EN,3.0
711252,CB0103EN,2.0
61,BD0153EN,2.0
1409502,BD0101EN,3.0
511214,DS0101EN,2.0
1382235,DS0101EN,3.0
1739991,DA0101EN,3.0
1106966,CL0101EN,2.0
1081150,ML0101ENv3,3.0
668148,CNSC02EN,2.0
1478678,DA0101EN,3.0
915153,ML0122ENv1,2.0
590788,DB0151EN,3.0
978917,ML0122ENv1,2.0
995399,DV0101EN,3.0
1872184,DV0101EN,3.0
393880,ML0103EN,2.0
1029078,BC0201EN,2.0
435299,BD0211EN,2.0
596335,BD0101EN,3.0
1033769,PY0101EN,3.0
775893,ML0115EN,3.0
598528,ML0103EN,3.0
435391,BD0121EN,2.0
510359,DS0101EN,2.0
113822,BD0101EN,2.0
507270,ML0122ENv1,2.0
640188,ML0151EN,2.0
434858,BD0101EN,2.0
1237599,DS0201EN,2.0
435857,BD0101EN,2.0
506734,WA0101EN,3.0
1853439,CNSC02EN,2.0
483616,DS0103EN,2.0
1964232,CNSC02EN,2.0
1687155,CNSC02EN,2.0
1310467,DS0101EN,3.0
1690828,BD0101EN,3.0
550730,ML0101EN,2.0
419414,CB0103EN,2.0
394627,CB0103EN,3.0
1780806,DV0101EN,3.0
746163,IT0101EN,3.0
1405528,PY0101EN,3.0
2089981,SC0103EN,3.0
221062,SC0105EN,2.0
387719,SC0105EN,2.0
512778,DS0101EN,2.0
1450753,RP0101EN,3.0
115500,CB0103EN,2.0
953072,WA0101EN,3.0
72586,DS0103EN,2.0
117849,ML0122ENv1,2.0
1304285,PY0101EN,3.0
990222,CNSC02EN,2.0
770818,CL0101EN,2.0
1303201,DB0101EN,3.0
141624,ML0101ENv3,3.0
1030280,BC0201EN,2.0
94272,DS0101EN,2.0
760035,WA0101EN,3.0
604596,CB0103EN,2.0
1979862,CNSC02EN,2.0
1094342,CL0101EN,2.0
61,WA0101EN,2.0
1184836,ML0115EN,3.0
550509,ML0101EN,2.0
899293,DS0105EN,3.0
1159276,ST0101EN,3.0
585706,BD0111EN,3.0
719604,RP0105EN,3.0
509803,DS0101EN,2.0
505118,BD0131EN,3.0
1051143,BC0201EN,2.0
724682,CB0103EN,2.0
439124,PY0101EN,3.0
1054815,BC0201EN,2.0
491382,TMP0105EN,2.0
508636,DS0101EN,2.0
704385,ML0151EN,2.0
1071478,ML0101ENv3,3.0
669924,BD0111EN,3.0
888095,ST0101EN,3.0
1443568,BD0211EN,3.0
268112,CB0103EN,2.0
1399890,ML0101ENv3,3.0
291242,BC0201EN,2.0
2008346,CNSC02EN,2.0
1130342,DS0105EN,3.0
435255,BD0101EN,2.0
270641,ML0122ENv1,2.0
794522,BC0101EN,3.0
1658936,DS0301EN,3.0
1048103,BC0201EN,2.0
1768534,CNSC02EN,2.0
707256,ML0122ENv1,2.0
474509,CB0103EN,2.0
1078090,BD0115EN,3.0
733953,BD0101EN,3.0
1210128,HCC105EN,3.0
669646,BC0201EN,2.0
692874,ML0122ENv1,2.0
1383100,DAI101EN,2.0
250645,CB0103EN,2.0
25,SC0105EN,2.0
1220030,DW0101EN,3.0
512240,DS0101EN,2.0
1070449,ML0115EN,3.0
995761,ML0103EN,3.0
510403,TMP0105EN,2.0
1336920,PA0101EN,3.0
1328080,CNSC02EN,2.0
45,WA0101EN,2.0
727569,ML0115EN,3.0
607814,CNSC02EN,2.0
435537,DS0321EN,2.0
1530354,DS0103EN,3.0
1535280,BC0101EN,3.0
708992,CB0103EN,2.0
1062372,CC0101EN,3.0
1031391,BC0201EN,2.0
683966,ST0101EN,2.0
1147062,ML0103EN,3.0
377519,PY0101EN,3.0
1070300,BD0133EN,3.0
934995,DS0301EN,3.0
677581,BD0111EN,3.0
1536708,CNSC02EN,2.0
504918,CB0103EN,2.0
712712,CB0103EN,2.0
1108407,ML0122ENv1,2.0
1803425,DS0103EN,3.0
744047,BD0111EN,2.0
944147,ML0122ENv1,2.0
1058353,BC0201EN,2.0
1904824,CNSC02EN,2.0
1054950,BD0143EN,3.0
667349,ST0101EN,2.0
722821,CB0103EN,2.0
512531,TA0105,2.0
630417,ML0151EN,3.0
1345617,DA0101EN,3.0
1081939,CL0101EN,3.0
1531700,CO0201EN,3.0
1404632,BD0111EN,3.0
1056549,BC0201EN,2.0
1805827,DAI101EN,2.0
1771173,CNSC02EN,2.0
1675271,DS0105EN,3.0
1713593,CNSC02EN,2.0
435625,BD0101EN,2.0
4,BD0123EN,2.0
421575,BD0101EN,3.0
744751,BD0111EN,2.0
519147,BD0111EN,3.0
1227042,BD0212EN,3.0
710618,CB0103EN,2.0
779481,RP0101EN,3.0
1757305,AI0111EN,3.0
1113424,DAI101EN,2.0
1296757,DS0110EN,2.0
948879,DB0101EN,3.0
1690734,CNSC02EN,2.0
1014572,DS0101EN,3.0
787026,CC0101EN,3.0
725899,ML0122ENv1,2.0
1606081,CNSC02EN,2.0
1830196,DB0101EN,3.0
959999,BC0101EN,3.0
1711897,CC0150EN,3.0
1110628,SC0105EN,3.0
980573,LB0101ENv1,3.0
435120,BD0101EN,2.0
1015349,CO0101EN,3.0
435422,BD0121EN,2.0
685012,BD0141EN,3.0
510210,DS0101EN,2.0
687371,PY0101EN,3.0
1331713,DV0151EN,3.0
1693511,PY0101EN,3.0
1489321,BD0101EN,3.0
121300,CNSC02EN,2.0
1712125,CNSC02EN,2.0
72632,ML0122ENv1,2.0
1621615,CNSC02EN,2.0
1906128,DS0301EN,3.0
1234051,ML0101ENv3,3.0
763663,DAI101EN,2.0
1260944,CNSC02EN,2.0
602462,ST0101EN,2.0
938314,DS0103EN,3.0
603316,ML0115EN,3.0
704998,ML0115EN,2.0
414540,ST0101EN,2.0
243392,BC0201EN,2.0
1579551,CO0101EN,3.0
1048568,BC0201EN,2.0
2013342,CP0101EN,3.0
557135,CC0201EN,3.0
350613,DS0105EN,3.0
1730921,BD0101EN,3.0
757116,CC0101EN,3.0
1457226,CNSC02EN,2.0
619144,ML0122ENv1,2.0
1267807,DS0103EN,3.0
2066925,CNSC02EN,2.0
1876355,CNSC02EN,2.0
304465,BD0111EN,2.0
512367,DS0101EN,2.0
1385261,SC0105EN,2.0
1285532,CO0101EN,3.0
1690025,CNSC02EN,2.0
1442163,DAI101EN,2.0
435752,BD0101EN,2.0
1032726,BC0201EN,2.0
350280,RP0151EN,3.0
1295740,BD0101EN,3.0
706565,BD0133EN,2.0
1682374,DAI101EN,2.0
1697912,BC0101EN,3.0
235608,BC0201EN,2.0
1411871,ML0115EN,3.0
669138,DS0105EN,3.0
1666403,SC0101EN,3.0
1643266,DV0101EN,3.0
764962,BD0101EN,3.0
84430,DS0101EN,3.0
435735,BD0101EN,2.0
1623339,DS0103EN,3.0
142368,CB0103EN,2.0
1303201,DS0101EN,3.0
1816900,PY0101EN,3.0
1716796,CNSC02EN,2.0
85625,BD0131EN,3.0
1818510,DS0201EN,2.0
418064,COM001EN,3.0
415897,CB0103EN,2.0
1910591,CC0103EN,3.0
883533,CC0101EN,3.0
1696355,ML0120ENv2,3.0
1300506,DW0101EN,3.0
338970,CB0103EN,2.0
1634162,SW0101EN,3.0
1772117,CNSC02EN,2.0
1708450,DS0101EN,3.0
1677250,DV0101EN,3.0
447501,RP0105EN,3.0
987964,PY0101EN,3.0
638017,CB0103EN,2.0
1150116,CO0201EN,3.0
1142844,DA0101EN,3.0
1053049,DS0101EN,3.0
1403474,SC0105EN,2.0
509488,DS0101EN,2.0
290322,BD0211EN,2.0
719327,ML0122ENv1,2.0
1712206,DS0101EN,3.0
491407,PY0101EN,3.0
530061,CB0103EN,2.0
250853,BD0151EN,2.0
83447,ML0109EN,2.0
1546625,PY0101EN,3.0
565067,DS0103EN,3.0
420314,CB0103EN,2.0
1366111,SC0105EN,3.0
1908516,CNSC02EN,2.0
888519,BD0111EN,3.0
1464555,BD0145EN,3.0
1381167,BD0145EN,3.0
721979,CB0103EN,2.0
1713118,DS0132EN,2.0
266858,CO0101EN,3.0
5,LB0109ENv1,2.0
1175666,CC0101EN,3.0
1136514,BC0101EN,3.0
607938,BD0223EN,3.0
491522,BD0101EN,3.0
61,BD0133EN,2.0
355735,CL0101EN,3.0
581186,BD0115EN,3.0
1271231,BD0101EN,3.0
434968,DB0101EN,2.0
1424123,CO0401EN,3.0
434845,BD0143EN,2.0
595186,CNSC02EN,2.0
676484,ML0103EN,3.0
379553,RP0105EN,3.0
1781250,DAI101EN,2.0
781236,BD0221EN,3.0
453809,CB0103EN,2.0
772365,BC0201EN,2.0
1802962,DB0101EN,3.0
1500566,BC0101EN,3.0
357432,SW0201EN,2.0
1260574,SC0101EN,3.0
958585,RP0103EN,3.0
1645663,PY0101EN,3.0
1407286,BD0111EN,3.0
760096,ML0122EN,2.0
1262845,DA0101EN,3.0
431441,DS0101EN,2.0
773613,ML0122EN,2.0
4,BD0151EN,2.0
1548383,DA0101EN,3.0
1109965,DS0105EN,3.0
425429,OS0101EN,3.0
958070,ML0122ENv1,2.0
1361973,PY0101EN,3.0
1032696,BC0201EN,2.0
1058497,BC0201EN,2.0
1129134,CL0101EN,3.0
700005,RP0103,3.0
1212900,PA0101EN,3.0
1923675,DS0132EN,2.0
434465,BC0201EN,2.0
907985,BC0101EN,3.0
1049288,CNSC02EN,2.0
479471,DS0101EN,2.0
1323840,BD0143EN,3.0
1838090,BD0101EN,3.0
1053795,BC0201EN,2.0
914394,BC0201EN,2.0
559469,ML0103EN,3.0
556571,ML0122ENv1,2.0
1258208,BD0223EN,3.0
490221,TMP0106,2.0
951929,DS0103EN,3.0
435455,ML0115EN,2.0
722490,CO0101EN,3.0
1033465,DS0103EN,3.0
1081150,CO0201EN,3.0
1802566,ML0120ENv2,3.0
510375,DS0101EN,2.0
1605113,BENTEST4,2.0
714609,CB0103EN,2.0
30031,ML0122ENv1,2.0
79582,ML0120EN,3.0
2075337,CNSC02EN,2.0
1392884,DA0101EN,3.0
454613,RP0101EN,2.0
1057750,BD0143EN,3.0
1954650,DS0301EN,3.0
1060902,BC0201EN,2.0
28,TMP0101EN,2.0
1107390,CL0101EN,2.0
1320434,BD0211EN,3.0
1919988,DE0205EN,3.0
1054784,BC0201EN,2.0
216066,ML0101EN,2.0
1580623,CC0101EN,3.0
1347374,CC0103EN,3.0
504103,RP0101EN,2.0
332455,BD0101EN,2.0
36,WA0101EN,2.0
1106245,CL0101EN,2.0
773389,DS0101EN,3.0
715726,CB0103EN,2.0
1372237,PY0101EN,3.0
1477588,CC0101EN,3.0
532202,TA0105,3.0
291068,CB0103EN,2.0
1187764,RP0103EN,3.0
509562,DS0101EN,2.0
267038,BD0131EN,3.0
1267269,CNSC02EN,2.0
974862,BD0211EN,3.0
1103205,CL0101EN,2.0
983498,BD0101EN,3.0
1876460,DS0103EN,3.0
699438,BC0201EN,2.0
780737,DS0101EN,3.0
1261385,BC0101EN,3.0
1517614,BD0121EN,3.0
1081820,CO0101EN,3.0
511998,DS0101EN,2.0
961737,DS0201EN,2.0
1804251,DS0301EN,3.0
1131617,BD0212EN,3.0
21750,BD0111EN,3.0
1033941,BC0201EN,2.0
2047314,DS0132EN,2.0
296975,ML0101EN,3.0
430283,BD0111EN,2.0
1168584,PY0101EN,3.0
2089401,DS0132EN,2.0
1007157,CO0201EN,3.0
1103515,DV0101EN,3.0
498532,ML0101EN,3.0
510473,DS0101EN,2.0
884548,ML0151EN,3.0
434845,DP0101EN,2.0
972239,ML0122ENv1,2.0
315930,ST0101EN,2.0
1075421,CO0401EN,3.0
2020759,RP0101EN,3.0
1798322,DAI101EN,2.0
1905451,CC0101EN,3.0
48,RP0151EN,2.0
510653,DS0101EN,2.0
512478,DS0101EN,2.0
1948779,DV0151EN,3.0
435408,BD0101EN,2.0
666535,ST0101EN,2.0
1804323,DS0105EN,3.0
402009,BD0211EN,2.0
739168,DS0101EN,3.0
1798359,DW0101EN,3.0
1068102,SC0101EN,3.0
1461562,PY0101EN,3.0
1253396,RP0101EN,3.0
1131460,DS0103EN,3.0
378177,DA0101EN,3.0
1513998,BD0111EN,3.0
423726,ST0101EN,2.0
418639,TMP0105EN,2.0
766353,DS0105EN,3.0
1355203,DA0101EN,3.0
435840,ML0101EN,2.0
969988,CNSC02EN,2.0
930357,ML0122ENv1,2.0
509849,DS0101EN,2.0
435590,BD0101EN,2.0
304465,RP0151EN,2.0
1466673,ST0101EN,3.0
689427,CB0103EN,2.0
246813,PA0101EN,2.0
1115627,ML0122ENv1,2.0
386515,BD0111EN,2.0
974527,PA0101EN,3.0
566752,ST0101EN,2.0
301847,DS0101EN,3.0
1616780,ML0103EN,3.0
921446,ML0122ENv1,2.0
721752,BD0141EN,3.0
1443912,DV0151EN,3.0
435049,BD0101EN,2.0
781814,DS0101EN,3.0
1762845,DAI101EN,2.0
417275,DS0105EN,3.0
307452,DS0301EN,3.0
994032,BC0201EN,2.0
930507,BD0111EN,3.0
435198,BD0101EN,2.0
1986627,DB0101EN,3.0
363802,ST0101EN,2.0
2084783,DS0132EN,2.0
1202591,DS0103EN,3.0
1737552,CNSC02EN,2.0
1020220,DA0101EN,3.0
1094338,DAI101EN,2.0
904417,ML0122EN,2.0
1174018,DV0151EN,3.0
724442,CB0103EN,2.0
781768,BD0145EN,3.0
1636722,BD0111EN,3.0
510135,DS0101EN,2.0
1751031,CC0101EN,3.0
1622001,DV0101EN,3.0
970222,ML0122ENv1,2.0
536145,ML0115EN,3.0
444728,BD0111EN,3.0
2001959,DS0132EN,2.0
1928681,CC0150EN,3.0
584211,BD0131EN,2.0
930980,BD0211EN,3.0
419116,BD0101EN,2.0
328417,BC0101EN,3.0
787567,ML0122ENv1,2.0
1042978,BC0201EN,2.0
1111747,BD0211EN,3.0
511076,DS0101EN,2.0
695820,TA0105,3.0
1639508,BD0111EN,3.0
1719538,CNSC02EN,2.0
714357,PA0101EN,3.0
440304,BD0141EN,3.0
1865294,CNSC02EN,2.0
995875,CO0201EN,3.0
1071227,DA0101EN,3.0
605886,RP0103,3.0
770502,DB0101EN,3.0
512856,DS0101EN,2.0
660404,ML0122ENv1,3.0
791058,ML0122ENv1,2.0
1197531,ML0115EN,3.0
1385751,DB0101EN,3.0
918421,ML0122ENv1,2.0
689985,ML0101EN,3.0
510251,DS0101EN,2.0
737490,DB0151EN,3.0
551139,BD0101EN,3.0
759038,BD0121EN,3.0
397681,ML0115EN,2.0
1513405,ML0101ENv3,3.0
1282234,CNSC02EN,2.0
179272,ST0101EN,2.0
376894,DS0103EN,2.0
1175011,RP0101EN,3.0
787112,CL0101EN,2.0
1991375,CC0101EN,3.0
489692,LB0101ENv1,3.0
1032800,BC0201EN,2.0
1017032,BC0101EN,3.0
682907,BD0115EN,3.0
1008065,DS0105EN,3.0
682493,CB0103EN,2.0
1177738,PY0101EN,3.0
1473220,ML0101ENv3,3.0
1803486,BD0101EN,3.0
1048679,CB0105ENv1,3.0
487506,BD0153EN,3.0
1242385,ML0151EN,3.0
1564083,DA0101EN,3.0
1912171,DS0301EN,3.0
718620,CB0103EN,2.0
1051863,BC0201EN,2.0
1040249,BC0201EN,2.0
1053028,BC0201EN,2.0
787571,ML0122ENv1,2.0
1661770,DB0101EN,3.0
713990,CB0103EN,2.0
487728,CB0103EN,2.0
938837,ML0122ENv1,2.0
457090,CB0103EN,2.0
1460337,BD0101EN,3.0
1228806,DS0103EN,3.0
2054118,CNSC02EN,2.0
1004265,RP0101EN,3.0
1228256,DS0101EN,3.0
956027,BD0211EN,3.0
376156,CB0103EN,2.0
919209,BD0115EN,3.0
782496,ST0101EN,3.0
1551960,CO0401EN,3.0
61,BD0135EN,2.0
512223,DS0101EN,2.0
1801777,ML0101ENv3,3.0
335717,ML0122ENv1,2.0
407222,BD0101EN,2.0
516483,SC0105EN,3.0
1301908,DV0101EN,3.0
506767,BD0211EN,3.0
83447,RP0105EN,2.0
744958,ML0122ENv1,2.0
510006,DS0101EN,2.0
648455,BD0211EN,3.0
512854,DS0101EN,2.0
1250737,DS0105EN,3.0
1686158,CNSC02EN,2.0
1393989,SC0105EN,2.0
1600006,BD0111EN,3.0
1775309,DS0301EN,3.0
511461,DS0101EN,2.0
1182616,DS0132EN,2.0
354461,CB0103EN,2.0
711134,CB0103EN,2.0
1674479,CNSC02EN,2.0
1478282,DS0103EN,3.0
672144,BD0101EN,3.0
1054224,BC0201EN,2.0
119904,CB0103EN,2.0
1901133,DW0101EN,3.0
371561,DS0105EN,3.0
1225545,DV0151EN,3.0
1059832,BC0201EN,2.0
435379,ML0115EN,2.0
434803,DS0301EN,2.0
902138,BD0141EN,3.0
110,DP0101EN,2.0
1228876,BD0211EN,3.0
1262748,DV0101EN,3.0
686239,ML0151EN,2.0
892174,ML0122EN,2.0
111,BD0115EN,2.0
634076,TA0106EN,3.0
1562773,ML0120ENv2,3.0
459259,CNSC02EN,2.0
435719,BD0101EN,2.0
304465,ST0101EN,2.0
1803003,DAI101EN,2.0
1780633,PY0101EN,3.0
1099273,BC0201EN,3.0
