user,item,rating
1179729,DS0132EN,2.0
707486,ML0151EN,2.0
361345,BD0111EN,2.0
969598,CO0101EN,1.0
280786,CB0103EN,3.0
463136,DAI101EN,4.0
435020,ML0120EN,1.0
1663474,DS0101EN,3.0
887680,GPXX0T0FEN,4.0
1180813,DJ0101EN,3.0
430283,BD0111EN,2.0
523307,ML0103EN,3.0
1948719,CNSC02EN,2.0
1123518,CC0101EN,3.0
1346186,DS0101EN,3.0
553300,CB0103EN,2.0
719837,RP0103EN,4.0
968622,DS0105EN,3.0
1052243,PHPM002EN,4.0
63,ST0101EN,2.0
1824825,DS0103EN,4.0
2045297,ST0201EN,4.0
721655,CB0103EN,3.0
435243,TA0105,2.0
1819183,CB0103EN,3.0
902302,DB0101EN,1.0
907285,SC0105EN,1.0
323746,BD0111EN,3.0
403830,DB0111EN,1.0
482560,CO0101EN,4.0
512859,ML0109EN,4.0
720604,DS0103EN,1.0
1085417,CB0201EN,1.0
1332369,PA0109EN,4.0
998412,ML0109EN,1.0
1105986,CL0101EN,2.0
711222,SC0105EN,1.0
976005,DP0101EN,4.0
13224,DS0103EN,4.0
639136,ML0120EN,3.0
202244,ML0122EN,4.0
1024687,RP0101EN,4.0
1413125,RP0103,1.0
1505132,DB0151EN,1.0
1812409,DS0103EN,3.0
1052934,BC0201EN,2.0
1788959,BD0123EN,1.0
723551,CB0103EN,2.0
1103522,CO0201EN,3.0
1332683,DP0101EN,1.0
784191,DS0301EN,4.0
599864,CO0101EN,3.0
1081763,ML0103EN,1.0
506803,DS0101EN,2.0
1050908,CNSC02EN,2.0
512021,DS0103EN,2.0
1610712,DV0101EN,3.0
631391,RP0101EN,1.0
4,BD0131EN,2.0
1015178,CNSC02EN,2.0
323378,CC0101EN,3.0
198074,ST0101EN,2.0
320408,DS0101EN,2.0
2070247,ML0120ENv2,4.0
2036211,DV0101EN,3.0
1101246,DS0105EN,1.0
512881,PA0103EN,1.0
922076,GPXX0T0FEN,1.0
899314,BD0135EN,1.0
536433,IT0101EN,4.0
708131,BC0201EN,4.0
468132,DS0301EN,3.0
1006451,ML0122ENv1,2.0
1759757,CNSC02EN,2.0
1738621,SW0201EN,4.0
1060468,PY0101EN,3.0
754385,DJ0101EN,4.0
630369,GPXX0T0FEN,3.0
1876520,DV0101EN,1.0
1685767,CNSC02EN,2.0
1143127,ML0115EN,4.0
948920,DV0151EN,3.0
902140,ML0122ENv3,4.0
104,ML0120EN,1.0
1174839,DS0132EN,1.0
1698601,ML0120EN,1.0
1390465,BC0202EN,4.0
435016,BD0101EN,2.0
164300,DS0105EN,3.0
1741834,BD0143EN,4.0
679798,ML0122EN,1.0
629647,ML0122ENv1,2.0
1621660,BD0111EN,3.0
759288,CB0101EN,4.0
426219,BD0111EN,2.0
917708,BD0111EN,3.0
1969786,IT0101EN,4.0
457508,DS0101EN,2.0
786221,ML0109EN,2.0
1467813,DAI101EN,2.0
536821,BD0101EN,3.0
571508,RP0105EN,4.0
572092,BD0121EN,1.0
675788,CC0201EN,3.0
1333870,CC0250EN,1.0
781928,DE0205EN,4.0
1115127,DA0101EN,3.0
1692366,DB0101EN,3.0
773435,DJ0101EN,1.0
359976,ST0101EN,2.0
435062,DS0301EN,2.0
150426,ML0115EN,1.0
349543,DE0205EN,1.0
1089593,CNSC02EN,2.0
1809589,DV0101EN,3.0
1733692,CNSC02EN,2.0
1071044,BD0211EN,4.0
525062,BC0201EN,2.0
1416473,LB0103ENv1,1.0
1306833,DS0301EN,1.0
927003,PA0101EN,1.0
565860,PY0101EN,1.0
1108083,ML0101ENv3,3.0
1469571,DA0151EN,1.0
1411671,HCC104EN,4.0
1435323,DB0151EN,4.0
893954,RP0151EN,4.0
721223,ST0101EN,3.0
1049132,LB0109ENv1,1.0
375355,RP0105EN,1.0
1338929,CC0101EN,3.0
1923671,DV0101EN,3.0
547041,BC0101EN,3.0
912504,ML0122ENv1,2.0
575668,ML0122ENv1,1.0
784761,CL0101EN,2.0
732890,BD0111EN,3.0
784113,ML0120EN,4.0
1499132,PHPM002EN,1.0
422607,BD0137EN,1.0
1300506,RP0103EN,3.0
1382298,BD0223EN,4.0
579062,PY0101EN,3.0
783255,DAI101EN,4.0
707508,CB0103EN,2.0
712786,CB0103EN,2.0
1356874,DS0105EN,3.0
1055616,SECM03EN,4.0
1504934,CNSC02EN,2.0
1387459,BD0133EN,4.0
1057472,BC0201EN,2.0
700691,ML0122ENv1,2.0
1763354,DS0107,4.0
503464,DS0101EN,2.0
1804702,BD0101EN,3.0
2075940,DV0101EN,3.0
690931,SC0101EN,3.0
1614753,CB0105ENv1,1.0
1103951,BD0131EN,1.0
721569,AI0111EN,4.0
1294092,BD0223EN,1.0
577508,DS0105EN,3.0
1075295,SC0101EN,3.0
1876355,DS0132EN,1.0
742154,DAI101EN,4.0
1081667,DS0101EN,3.0
1225041,WA0101EN,1.0
1008504,DS0101EN,3.0
525062,DS0132EN,2.0
1730382,DS0110EN,1.0
1058132,WA0101EN,4.0
1151489,PA0101EN,1.0
105467,DS0321EN,4.0
1431763,CC0150EN,1.0
1276754,RP0101EN,3.0
1921673,CNSC02EN,2.0
693989,CB0103EN,3.0
1048271,BC0201EN,2.0
724460,CO0201EN,1.0
1438574,BD0111EN,3.0
1344036,ML0103EN,3.0
1051971,BD0133EN,4.0
347006,TMP0105EN,2.0
624195,DB0115EN,4.0
1751931,PHPM002EN,3.0
1107013,CB0103EN,1.0
1014260,DA0201EN,4.0
1014276,CL0101EN,2.0
1402120,DS0132EN,2.0
1994806,BD0141EN,1.0
888627,BENTEST4,1.0
435453,ML0111EN,4.0
358485,RP0101EN,2.0
2072834,DA0101EN,3.0
1105824,CL0101EN,2.0
1570443,DW0101EN,3.0
1841921,CNSC02EN,2.0
1173556,BD0153EN,1.0
1494771,RP0151EN,1.0
1860858,DS0110EN,1.0
998525,CL0101EN,2.0
1693511,PY0101EN,3.0
1106971,DS0101EN,3.0
1340148,GPXX0T0FEN,1.0
766456,EE0101EN,1.0
957328,BD0145EN,4.0
507692,DS0101EN,2.0
321970,SW0201EN,4.0
1209121,DS0301EN,4.0
5,BD0135EN,2.0
1281869,DS0105EN,3.0
1158433,LB0101ENv1,3.0
1395273,GPXX0T0FEN,1.0
390004,ML0101EN,2.0
522781,DA0101EN,3.0
507602,RP0103,3.0
435854,BD0115EN,1.0
526436,BD0141EN,3.0
1237310,CNSC02EN,2.0
601032,CB0103EN,2.0
509845,BD0223EN,4.0
1044193,PY0101EN,3.0
1634318,CC0271EN,1.0
537295,DS0105EN,3.0
1406642,PA0109EN,1.0
1353017,BD0121EN,4.0
1742406,RP0151EN,4.0
1549908,CNSC02EN,2.0
1383489,DS0103EN,3.0
157813,DAI101EN,4.0
1603221,BENTEST4,4.0
1767467,DS0301EN,1.0
955957,DS0101EN,4.0
1897548,DS0101EN,3.0
928134,DA0101EN,3.0
1052319,ML0122ENv1,1.0
604179,DA0101EN,1.0
1150950,BC0101EN,3.0
1191235,BD0101EN,1.0
675995,BD0135EN,4.0
488841,RP0101EN,2.0
59486,BD0101EN,2.0
613039,CO0401EN,1.0
1308967,BD0137EN,1.0
512422,DS0101EN,2.0
1045473,SC0101EN,3.0
268993,PA0101EN,3.0
1482567,BD0115EN,4.0
1863677,DS0301EN,1.0
511954,DS0101EN,2.0
909038,PY0101EN,4.0
1289790,SC0101EN,3.0
1759757,LB0105ENv1,4.0
1056726,BD0151EN,4.0
510802,DS0101EN,2.0
970394,ML0122ENv1,2.0
915083,ML0122ENv1,2.0
612155,BD0111EN,3.0
1105043,DB0151EN,1.0
1106007,CO0101EN,1.0
1667804,BD0153EN,4.0
218810,DS0101EN,1.0
761003,TA0105,1.0
680255,DA0201EN,1.0
189175,BD0111EN,2.0
1053718,BC0201EN,2.0
1736675,ML0101ENv3,3.0
775927,BD0143EN,1.0
1004265,RP0101EN,3.0
1059146,CC0150EN,1.0
716194,CB0201EN,1.0
930507,DS0101EN,4.0
1023701,ML0101ENv3,3.0
1233687,ML0103EN,1.0
1086319,BD0211EN,4.0
741572,CC0271EN,1.0
712671,CB0103EN,2.0
950884,DA0101EN,3.0
1886708,COM001EN,4.0
406636,DS0101EN,2.0
510747,RP0101EN,2.0
306665,CC0150EN,4.0
1107008,CL0101EN,2.0
425095,ML0109EN,2.0
1806074,DS0103EN,3.0
775113,ML0151EN,1.0
684264,ML0122ENv1,2.0
725655,ST0301EN,4.0
1252197,LB0111EN,4.0
1106007,CL0101EN,2.0
968755,RP0101EN,3.0
1390057,CC0250EN,4.0
1141879,CC0271EN,1.0
1006815,ML0101ENv3,3.0
1671882,DE0205EN,3.0
1620956,SC0105EN,3.0
1251843,DS0101EN,3.0
1364404,DS0101EN,3.0
1852007,RP0101EN,3.0
511355,DS0101EN,2.0
2031951,PA0103EN,1.0
1802030,DB0115EN,1.0
1011162,ML0122ENv3,4.0
899349,COM001EN,4.0
679333,CNSC02EN,1.0
1330266,BD0143EN,3.0
510409,ML0201EN,4.0
1830971,DB0101EN,3.0
486201,BD0115EN,4.0
1223469,DV0151EN,3.0
1783818,BD0111EN,3.0
1731579,TMP107,4.0
1486323,LB0103ENv1,4.0
1686158,CNSC02EN,2.0
490434,DAI101EN,1.0
1116453,HCC104EN,1.0
1227949,DV0101EN,4.0
994759,OS0101EN,1.0
278930,ST0101EN,2.0
373341,BD0101EN,2.0
1302146,PY0101EN,3.0
781220,ML0122EN,2.0
308373,BD0111EN,3.0
1341748,PA0107EN,1.0
1705572,IT0101EN,4.0
1653439,LB0103ENv1,1.0
724969,BD0212EN,4.0
893789,CO0401EN,1.0
719692,CB0103EN,2.0
422068,CB0103EN,2.0
1506268,CNSC02EN,2.0
1056532,BC0201EN,2.0
1151265,DP0101EN,4.0
547895,BD0115EN,3.0
511680,DS0101EN,2.0
735481,BD0131EN,3.0
1377261,BD0111EN,3.0
477431,DS0103EN,2.0
764532,RP0151EN,4.0
1686231,CC0103EN,3.0
920759,RP0103,1.0
1125199,LB0103ENv1,1.0
989242,BD0101EN,3.0
679685,CL0101EN,3.0
553949,BENTEST4,1.0
1698668,BD0121EN,4.0
24868,AI0111EN,1.0
629422,ML0122EN,2.0
1713629,CO0101EN,3.0
1110735,DS0105EN,4.0
1047091,DS0105EN,3.0
1471882,SECM03EN,3.0
701195,BD0101EN,3.0
1336394,ST0101EN,3.0
942637,PY0101EN,3.0
710791,CB0103EN,2.0
1137578,BD0111EN,4.0
1368406,ML0101EN,4.0
455725,BD0111EN,3.0
787669,DV0151EN,4.0
394980,DS0101EN,2.0
938779,DX0106EN,4.0
1162727,ML0115EN,1.0
777722,LB0101ENv1,4.0
1266058,TMP0101EN,4.0
684152,CB0201EN,1.0
1046871,BC0201EN,2.0
1854744,SECM03EN,4.0
939926,ML0122ENv1,2.0
1338215,BD0141EN,1.0
878647,BD0141EN,3.0
550086,TA0105,4.0
667392,HCC105EN,4.0
1604888,BD0211EN,4.0
510181,DP0101EN,1.0
716569,BD0145EN,4.0
1876119,CNSC02EN,2.0
1789758,DA0151EN,1.0
1510776,DB0113EN,4.0
711134,BC0201EN,4.0
372895,SC0103EN,1.0
1740670,CNSC02EN,2.0
928027,DV0151EN,3.0
1303201,DS0101EN,3.0
983000,BD0121EN,1.0
1600006,BD0143EN,4.0
905202,ML0120EN,3.0
560845,DAI101EN,1.0
1278711,ML0101EN,1.0
1802320,ML0120EN,1.0
924376,TMP0106,4.0
723589,DAI101EN,2.0
1553008,ST0301EN,4.0
683330,BD0141EN,1.0
779488,CL0101EN,2.0
435500,DX0106EN,4.0
900407,BD0101EN,3.0
1132205,PY0101EN,3.0
1282071,PA0107EN,4.0
1165298,BD0101EN,3.0
1098191,BD0135EN,1.0
724829,SC0101EN,3.0
512938,GPXX0T0FEN,4.0
1562232,BD0221EN,4.0
1634307,ML0201EN,3.0
988809,BD0111EN,1.0
1306536,BD0101EN,3.0
1049853,COM001EN,4.0
1051215,DS0103EN,1.0
1010601,CO0401EN,4.0
726081,PY0101EN,3.0
992330,BD0101EN,1.0
1301293,BD0141EN,3.0
645839,TMP0101EN,1.0
1498687,DS0103EN,3.0
16164,BD0111EN,3.0
435067,BD0111EN,2.0
486459,LB0105ENv1,3.0
724925,ML0122ENv1,2.0
661846,CB0103EN,2.0
539922,BD0211EN,3.0
1780435,DV0101EN,4.0
890482,BC0201EN,1.0
1940220,BD0101EN,3.0
482530,DS0101EN,2.0
625709,BENTEST4,4.0
755321,BD0111EN,2.0
705422,CB0103EN,2.0
467225,PA0101EN,3.0
45,BD0111EN,2.0
946026,RP0101EN,3.0
501370,DS0103EN,2.0
1687493,CC0101EN,3.0
1214180,DAI101EN,4.0
1049165,BC0201EN,2.0
559284,ML0101EN,3.0
1056676,BC0201EN,2.0
1106871,CL0101EN,2.0
1301700,ML0101ENv3,3.0
1155302,DS0201EN,3.0
611695,DV0101EN,4.0
719156,CB0103EN,2.0
550299,CNSC02EN,2.0
1435792,CO0301EN,3.0
509965,DS0101EN,2.0
1443685,PA0109EN,4.0
1125715,DA0201EN,1.0
723800,PA0103EN,1.0
987340,HCC105EN,1.0
1129073,CO0201EN,4.0
1533597,DAI101EN,2.0
1033677,PHPM002EN,4.0
678206,CB0103EN,2.0
1621615,CO0101EN,4.0
1049357,BC0201EN,2.0
1039843,BC0201EN,2.0
727569,SW0201EN,3.0
512167,DS0101EN,2.0
693430,BD0143EN,4.0
740989,ML0122EN,1.0
1029144,DA0101EN,3.0
986819,BC0201EN,2.0
1252197,SECM03EN,4.0
948920,BC0101EN,3.0
1107382,TA0105EN,3.0
442555,CB0103EN,2.0
718620,CB0103EN,2.0
1776689,CC0101EN,3.0
368856,CB0103EN,2.0
435029,ML0120EN,4.0
1688470,CNSC02EN,2.0
891662,AI0111EN,4.0
1310833,CL0101EN,1.0
1248642,BD0137EN,1.0
648786,ML0122ENv1,2.0
236223,BD0143EN,3.0
953759,DS0101EN,3.0
679223,OS0101EN,2.0
510815,DS0101EN,2.0
1619104,PY0101EN,3.0
936729,DS0132EN,4.0
703366,CB0103EN,2.0
1054321,CC0250EN,1.0
661891,BC0201EN,1.0
725255,ML0115EN,2.0
1098349,CC0250EN,4.0
116174,DX0106EN,1.0
1144753,BD0131EN,1.0
609533,BD0223EN,1.0
528581,ML0122ENv1,2.0
725268,SC0105EN,1.0
1108653,BC0101EN,3.0
1691966,DB0111EN,4.0
1407001,RP0103EN,1.0
1669875,DS0101EN,3.0
1399434,BD0143EN,4.0
568207,DA0201EN,1.0
1051112,BC0201EN,2.0
435436,BD0111EN,2.0
1046610,ML0120ENv2,3.0
703518,PY0101EN,3.0
1094681,LB0111EN,3.0
634397,BD0133EN,1.0
1828997,CNSC02EN,2.0
1152018,CC0250EN,1.0
717005,DP0101EN,4.0
1045027,LB0103ENv1,4.0
1316417,PY0101EN,3.0
1305211,ML0122EN,1.0
1106249,CL0101EN,2.0
775113,LB0111EN,1.0
705196,DAI101EN,2.0
1080042,HCC105EN,1.0
435901,DS0101EN,2.0
1202668,DV0151EN,3.0
1184024,CNSC02EN,2.0
435537,DS0321EN,2.0
481833,ST0301EN,1.0
1651556,DB0115EN,1.0
497208,TMP0105EN,2.0
696407,DS0105EN,3.0
1311543,BC0101EN,3.0
1301472,BD0151EN,1.0
885762,DS0101EN,3.0
1945402,SECM03EN,4.0
1124906,TMP0105EN,4.0
1273639,CL0101EN,3.0
491304,BC0201EN,2.0
1840885,DX0107EN,1.0
943324,PA0101EN,3.0
1620947,BD0211EN,4.0
414832,SC0105EN,3.0
435266,TMP0105EN,2.0
992381,BD0101EN,3.0
512507,GPXX0QR3EN,4.0
1130710,PA0103EN,1.0
1850609,ML0101ENv3,3.0
1758871,CNSC02EN,2.0
1099277,CC0210EN,1.0
435155,DS0201EN,1.0
1212315,CC0271EN,1.0
880384,DS0101EN,1.0
419121,BD0111EN,2.0
687371,PY0101EN,3.0
782650,HCC104EN,4.0
567438,DV0151EN,4.0
1259887,BD0121EN,4.0
689985,ML0101EN,3.0
1277836,SC0105EN,1.0
1030417,BC0101EN,3.0
1471628,SC0103EN,1.0
1251223,ML0115EN,3.0
910994,DAI101EN,2.0
962850,DS0132EN,2.0
1044191,ML0101ENv3,1.0
674498,CB0201EN,2.0
930675,ML0120ENv3,4.0
724260,RP0101EN,3.0
1803608,LB0109ENv1,1.0
390790,ML0111EN,4.0
1552475,DS0103EN,3.0
1842899,DS0110EN,3.0
141624,ML0101ENv3,3.0
435363,BD0211EN,2.0
719881,BD0137EN,1.0
1051337,DV0101EN,1.0
509734,DS0101EN,2.0
1553930,GPXX0QR3EN,4.0
713714,CB0103EN,2.0
1009098,OS0101EN,2.0
1897583,GPXX0QR3EN,1.0
1654380,CNSC02EN,2.0
1092087,BD0101EN,4.0
1978779,DV0151EN,4.0
1049717,GPXX0T0FEN,4.0
955637,SC0105EN,3.0
2051702,SECM03EN,4.0
299693,CB0103EN,2.0
435391,LB0107ENv1,1.0
565102,CB0103EN,2.0
1211652,BD0101EN,3.0
711497,CB0103EN,2.0
718595,ML0101EN,3.0
1876745,PY0101EN,3.0
1768674,BD0115EN,1.0
708902,ML0122EN,4.0
413550,BD0111EN,2.0
1200085,ST0201EN,4.0
1168584,ML0101EN,4.0
950253,ML0120EN,4.0
347006,BC0201EN,2.0
1632946,DB0111EN,1.0
914656,ML0122ENv1,2.0
1258474,DW0101EN,3.0
434900,BD0101EN,2.0
728302,CO0201EN,1.0
433371,SECM03EN,1.0
435704,BD0151EN,1.0
1097972,CL0101EN,2.0
368957,DA0101EN,1.0
1070300,BD0133EN,3.0
951717,BD0115EN,1.0
1435517,RP0101EN,3.0
796243,DS0101EN,3.0
907985,BC0101EN,3.0
1797430,CC0271EN,1.0
1774599,DA0101EN,4.0
1583605,CO0301EN,4.0
683919,CB0103EN,2.0
977657,CO0101EN,3.0
1872291,COM001EN,1.0
1106422,CL0101EN,2.0
1069897,DS0301EN,4.0
1849206,ML0120ENv2,3.0
475370,TA0105,2.0
237857,DS0105EN,1.0
1145223,DS0105EN,3.0
1657304,EE0101EN,1.0
1104787,PA0103EN,1.0
366397,CB0103EN,2.0
565415,ML0120ENv2,1.0
793803,DB0101EN,4.0
1830441,ML0151EN,3.0
2009436,RP0151EN,4.0
717899,CB0103EN,2.0
1623085,ML0122EN,1.0
1524336,BD0151EN,4.0
1689279,DX0108EN,1.0
372522,CB0103EN,2.0
1163633,DB0101EN,3.0
723689,BD0111EN,3.0
1738256,DS0103EN,3.0
511334,DS0101EN,2.0
1520592,CO0101EN,4.0
1804886,DA0201EN,1.0
435149,BD0101EN,2.0
919445,RP0103,1.0
985144,BC0101EN,3.0
1002946,BD0101EN,3.0
694716,CB0103EN,2.0
510747,BD0212EN,4.0
88421,CB0103EN,2.0
1106194,CL0101EN,2.0
1031438,ML0122ENv1,2.0
1060488,BC0201EN,2.0
1518978,BD0211EN,3.0
1034006,BC0201EN,2.0
1056752,ML0101EN,1.0
443768,DB0101EN,3.0
1282403,DS0110EN,2.0
1452503,PY0101EN,2.0
1047611,DS0301EN,1.0
2096862,CNSC02EN,2.0
388170,SC0103EN,1.0
701132,ML0151EN,2.0
684234,CB0103EN,2.0
510110,DS0101EN,2.0
718541,CB0105ENv1,4.0
1768960,DAI101EN,2.0
928258,ML0122ENv1,2.0
1777187,PY0101EN,3.0
1476530,DS0105EN,4.0
8030,SC0103EN,3.0
721081,CB0103EN,2.0
9,DJ0101EN,2.0
1536164,PA0107EN,1.0
1432328,ML0101ENv3,3.0
729324,BD0211EN,1.0
908180,BC0201EN,4.0
313835,DAI101EN,2.0
1339947,DS0101EN,3.0
2021730,DS0321EN,4.0
1452380,CC0101EN,3.0
921946,ML0122ENv1,2.0
318826,LB0107ENv1,1.0
1513977,LB0103ENv1,1.0
1864557,ML0115EN,3.0
1619917,CB0103EN,3.0
795769,CNSC02EN,2.0
1741834,DX0107EN,1.0
1385344,DS0101EN,3.0
934277,DAI101EN,4.0
434995,TMP0106,4.0
1378672,CC0101EN,4.0
707868,BD0143EN,3.0
1012603,DS0321EN,1.0
512574,DS0103EN,2.0
740637,BD0212EN,3.0
998148,ML0122ENv1,4.0
434914,SC0105EN,4.0
1815464,DAI101EN,2.0
1525360,DV0151EN,4.0
881994,BD0101EN,1.0
1144516,PA0107EN,1.0
2089401,DV0101EN,1.0
959640,TMP0106,4.0
178919,BD0211EN,2.0
1816850,DA0201EN,1.0
1105764,CL0101EN,2.0
44577,DS0101EN,2.0
1608650,CB0103EN,1.0
1269434,BD0101EN,3.0
946085,ML0122ENv1,2.0
1911698,BD0131EN,4.0
1105457,DV0151EN,3.0
1351298,PY0101EN,3.0
1021475,CC0101EN,3.0
703866,DB0115EN,4.0
2021796,BD0101EN,3.0
1887725,PY0101EN,3.0
703939,ML0101ENv3,3.0
264014,DA0201EN,4.0
438165,CB0103EN,2.0
394240,DS0103EN,2.0
559242,DB0151EN,1.0
1032040,BC0201EN,2.0
1433455,ML0101ENv3,3.0
919814,ML0122ENv1,2.0
2091652,DB0101EN,3.0
1999348,SW0101EN,1.0
1309151,DV0151EN,1.0
775641,ML0120EN,4.0
694649,DJ0101EN,3.0
1162302,DS0110EN,3.0
1635813,CNSC02EN,2.0
1414082,CB0105ENv1,3.0
1132116,DX0108EN,1.0
2042520,CNSC02EN,2.0
1211659,CB0201EN,4.0
1032926,BC0201EN,2.0
691333,CB0103EN,2.0
907495,GPXX0QR3EN,1.0
261045,DV0101EN,2.0
697425,ML0109EN,4.0
1258208,BD0223EN,3.0
1049063,BC0201EN,2.0
1044274,BC0201EN,2.0
1863065,DP0101EN,4.0
1143834,BD0115EN,1.0
1244195,SC0103EN,1.0
713305,LB0105ENv1,3.0
1483432,BD0211EN,3.0
455571,WA0103EN,4.0
1515386,DS0110EN,4.0
782450,PA0101EN,2.0
1699250,ML0201EN,1.0
323932,ST0101EN,2.0
718160,ML0109EN,4.0
1140544,DP0101EN,1.0
1339817,DB0101EN,1.0
1061266,ML0101EN,4.0
1342611,DS0301EN,1.0
1001359,DA0101EN,3.0
1843413,LB0107ENv1,1.0
512195,DS0101EN,2.0
1085259,BD0111EN,3.0
1013632,BC0201EN,2.0
1774198,CNSC02EN,2.0
1076483,ML0120ENv2,4.0
677370,BD0101EN,3.0
1007178,LB0107ENv1,1.0
702098,BD0101EN,3.0
474653,CB0103EN,2.0
1738719,ML0120ENv3,1.0
1341703,DS0103EN,3.0
1106060,ST0301EN,4.0
1617799,PY0101EN,3.0
1246812,DS0105EN,3.0
1938684,CO0101EN,3.0
290902,ST0101EN,2.0
435139,BD0151EN,2.0
1524993,CC0250EN,1.0
104,CC0250EN,1.0
1006327,BD0111EN,3.0
1106045,DA0201EN,1.0
950745,CNSC02EN,1.0
1049703,BD0121EN,4.0
1431827,ML0201EN,4.0
55117,DS0103EN,4.0
1273981,DS0103EN,3.0
1055118,RP0101EN,1.0
620477,ST0101EN,2.0
1124413,CO0101EN,4.0
920718,SW0101EN,4.0
1876297,CB0105ENv1,4.0
972393,CC0103EN,1.0
2059460,BD0121EN,4.0
1659163,DS0321EN,3.0
434845,DS0103EN,2.0
730912,PA0101EN,3.0
78170,RAVSCTEST1,4.0
1069918,ML0122ENv1,2.0
1294699,ST0101EN,3.0
547895,BD0131EN,3.0
1255013,TMP107,4.0
511575,BD0111EN,4.0
408825,BD0111EN,3.0
920722,ST0101EN,3.0
489932,TMP0105EN,2.0
779160,SC0101EN,4.0
1271835,DV0101EN,4.0
1231050,RP0101EN,3.0
5,LB0107ENv1,2.0
1298173,CO0401EN,3.0
1138645,BD0141EN,3.0
1516847,ML0122ENv3,1.0
153803,SC0105EN,2.0
435049,BD0101EN,2.0
296488,CB0103EN,2.0
1179261,TMP0105EN,4.0
1171133,PHPM002EN,1.0
270922,BD0121EN,3.0
995104,ML0103EN,3.0
785119,CNSC02EN,2.0
466743,PA0107EN,1.0
377662,WA0103EN,3.0
1769148,ST0101EN,3.0
1747415,EE0101EN,4.0
934715,IT0101EN,4.0
1116042,CC0101EN,3.0
1076483,CO0201EN,3.0
1058431,PA0101EN,2.0
705415,CNSC02EN,2.0
1077045,RP0105EN,4.0
2057931,ML0122EN,1.0
722155,CB0103EN,2.0
562937,DV0151EN,4.0
1531167,BD0223EN,1.0
536339,ML0120ENv3,4.0
1667061,DS0103EN,3.0
1055118,BC0201EN,2.0
1476339,IT0101EN,1.0
1009490,BD0111EN,3.0
1107492,BD0223EN,3.0
1866046,DS0101EN,3.0
968481,BC0201EN,2.0
949239,BD0101EN,3.0
1712743,DX0107EN,1.0
1481613,BENTEST4,1.0
923330,ST0101EN,4.0
1781989,DAI101EN,2.0
477692,GPXX0QR3EN,1.0
791820,ML0122EN,2.0
1132916,BD0211EN,3.0
791583,ST0301EN,4.0
909071,DX0106EN,1.0
704960,PY0101EN,3.0
713626,GPXX0QR3EN,4.0
607836,ML0109EN,4.0
